cpg	gene	intersection_area	slope_male	slope_female
cg19097082	na	0.05329689026732696	0.0015250432717831464	8.69121007395752e-05
cg24800887	FANCA	0.2723705489572522	0.0003647776233302432	0.0011277268581525598
cg23256579	PRR4	0.30991281352416716	-0.0016937494511900914	-0.0017326842750517285
cg21524424	ARHGEF10L	0.3257735405595273	-3.150318942781614e-05	0.0013867240975622675
cg27615582	PRR4	0.41484801702015595	-0.0012193597238221276	-0.0008522298182815288
cg24028260	na	0.4405949417207744	0.00013266728113769824	0.0012067349547816527
cg10439765	SLC12A5	0.4561954776309444	0.0011661234657297627	0.000472265854090957
cg04996277	KCNN2	0.5397028402960152	0.0010192278627903818	0.0004566397365427724
cg17958577	SLC9A3	0.5438957652643217	0.00014607850443912766	0.0012349101374705398
cg14118515	EVX2	0.5440338858919632	0.0013108577065524716	0.0005113000696291449
cg21446655	UBE2E3	0.5504711709186197	-0.00019087317959220584	-0.001790037271635458
cg08364561	na	0.5519425360342947	0.0012319296084588398	0.0006246939174131137
cg16713625	NCOR2	0.5523763260252558	0.0001366160315759602	0.0015932807835545974
cg00210839	na	0.573079055744586	-0.0005199872571303309	-0.0010591107184785298
cg20792436	ASPSCR1	0.5848580192417595	-0.001522209757945377	-0.0014524998899329703
cg18680335	CLYBL	0.5888471232037422	0.001017217612646778	0.0005547973026013418
cg01620164	FIGN	0.5928319361270299	-0.002573606908644701	-0.0034100243306232673
cg17760405	na	0.5928688732321282	0.0010619034670636433	0.0007371555801904767
cg11445764	FBXO38	0.5951746502463309	0.0013828293850127215	0.00029302380939702955
cg21623566	DCC	0.5959819210850443	0.0010255058324365246	0.0004935241842551598
cg14477780	FAM149A	0.5961751940553047	-0.0012760784936587891	-3.081089335037627e-05
cg07586008	PPFIA3	0.5962671486946631	-0.0003608959871430799	-0.0013325873056952136
cg06782035	na	0.5966431877015554	0.002169746726778647	0.0022076566898068515
cg17076667	BAG3	0.5979939173233145	-0.0014210804570590424	-0.0009422493661141792
cg27524614	NOTUM	0.598388877605004	-0.00029041909169532347	-0.001133652130421416
cg27504802	TRIM67	0.6019807837525641	0.001009626747847379	0.0006443753571319223
cg08445802	na	0.6029272179849914	0.0021308612872059864	0.0015568270561093862
cg13982318	APBA1	0.6092100736656242	0.001058527439576388	0.0005064829350718223
cg08085267	C17orf57	0.6100378642851043	-0.0004530029796591899	-0.0012068871717700936
cg02040972	na	0.6123907156423511	-0.0006720416578372632	-0.001180741951105709
cg09055659	TMEM19	0.6123999914233591	0.00022866235253570823	0.0011358226508482272
cg11174255	na	0.6124387208571822	0.0003731690201131565	0.0010282603002327736
cg13974165	PTGS1	0.6150890080552907	-0.001067422692017023	-0.0006943172951056825
cg12379383	na	0.6190215840073292	0.001118479468124414	0.0010921469057602426
cg09660670	TPPP	0.6204725962446882	0.0003008505545292017	0.0012470365889623574
cg12848065	LOC200726	0.6218267075474094	0.0013587582124856945	0.0008935421242390418
cg07414422	na	0.6231136451643648	0.00043061993457278275	-0.0010366152720880212
cg23553442	na	0.6238261503863467	0.0016502664844110474	0.0009438117559195825
cg12073911	HNRNPD	0.6242523983328561	-0.0006510735662366749	-0.0017263025233414599
cg23928726	PEX10	0.6258881797537843	-0.0011545236036014784	-0.001256195555276744
cg25173405	C17orf57	0.6266167754443456	-0.00030801954517266253	-0.0012395076006553344
cg01227537	ZIC1	0.6269309498772278	0.0015058125683349904	0.001036571215359681
cg25034424	na	0.6287374214220182	0.0006671056612228857	0.0012989806322135525
cg09639964	ABR	0.6298838938274264	-0.0011166711760318795	-0.0008224253171622379
cg19098932	PEX10	0.6300327139672578	-0.0016499076040634925	-0.0022422110919472814
cg04651781	na	0.6300451809690761	0.0010327149007718257	0.0006329026114541679
cg24702147	MIR141	0.6305634483814531	-0.0010291153292567592	-0.0006229159746066092
cg12777474	na	0.631933074183496	-0.00037044329710700656	-0.0013120982975464042
cg14079463	C6orf174	0.6321243731600287	0.0016801784518663465	0.0008248772602593297
cg15937155	SLC29A3	0.6327427336287063	0.0011399316180133504	0.0007527469437443339
cg23250574	na	0.6328426732057602	0.0010534337865319046	0.0004900660472257819
cg04580344	C6orf174	0.6382216372498208	0.0020588694555245825	0.000915897239578008
cg05121480	SST	0.6388365957204598	0.0012784627493515343	0.0010814521153378915
cg06842954	PITX2	0.6389595254321645	0.0013809757193388474	0.0008284226945097897
cg16576694	na	0.6390939001484388	0.0008370507946177797	0.0010923496982954866
cg11005692	na	0.6409135401394113	0.001048302885239692	0.0006573237074711114
cg17803268	PTPRN2	0.6413541957694431	0.0006092415607410922	0.002072714386842662
cg17030173	na	0.6418100914242146	0.0011872041603438784	0.0008176903404960897
cg17724687	PER3	0.6423427032956908	-0.0013355540511022842	-0.00021998052649191177
cg01959730	na	0.6432080428950281	0.001275733269663096	0.0009393516792636039
cg16515546	LMF1	0.6433038001160428	0.0016870577393865523	0.001630412072960966
cg13754569	na	0.6442120803387469	0.0010668773508916449	-0.00040603278268665487
cg11736940	PKLR	0.6456965046831082	0.0010282174120852818	0.0005456129168380259
cg25585323	na	0.6459050400982626	-0.000705479333705512	-0.0012311996460541564
cg20390711	C6orf174	0.6472591109129294	0.0014431925999606294	0.0008230248849958448
cg13951074	na	0.6483692455231106	0.0007080606992155072	0.0014647695902453835
cg20287029	OR10W1	0.6485065089249078	0.0005226151817635914	0.0010469273499332972
cg12179154	na	0.6493496056159975	0.0004932047516330412	0.0015940394706147431
cg07731336	na	0.6497128500330518	0.0006533190921787278	0.0011217347137353077
cg05368547	LOC285830	0.650153397550539	0.00026067067179022567	0.0012247829555714137
cg00733978	na	0.6508469889814318	-0.0011586121409094615	-0.0012839888030991714
cg00514575	MGAT1	0.6514415612381066	0.00042797633150162774	0.0011437728942122905
cg14973360	na	0.6519287175704945	-5.3829048123407585e-05	-0.0010492924540345934
cg05987787	SYNJ2	0.6523781667117599	-0.0014291138055403242	-0.0012597114457588425
cg07411620	EVX2	0.652786170784652	0.0011641181284375527	0.0006983241454635816
cg14585371	na	0.6532006435712218	0.0010558894676524636	0.0007228860229913412
cg14014964	na	0.654455589337515	-0.0010656043251389927	-0.0006264926281571416
cg00178249	LOC100192378	0.6554856318793643	0.0010860542593329728	0.0005120770116752511
cg20359994	na	0.6559450289012992	0.0011493559054323347	0.0006356419791179702
cg23952253	na	0.6570014350792509	-0.0007419386063307164	-0.0014141019393103186
cg26578682	IRX2	0.6571252649042314	0.0012798527976283257	0.0010886640134529744
cg07099606	na	0.657774591744356	-0.00043614251855044205	0.001317693463585135
cg14315341	NEDD1	0.6601346823721052	0.0011168798344075377	0.0007642438717561106
cg20114732	T	0.6604139610161092	0.001110847166312932	0.000586190452459906
cg00432461	ADRB3	0.6614389147765263	-0.00104901578586869	-0.0006742845997024652
cg09979478	na	0.6615798299927892	0.001045488851436872	0.001114859229730433
cg00902104	na	0.6622315210406836	0.0011811994861777556	0.0007493812614048505
cg19544707	na	0.6625866682047004	0.000903805536933528	0.0013285774962297893
cg02248103	na	0.6627856369426457	-0.00042191119637169583	-0.0021907327636743164
cg03689092	LIMS2	0.6629933125861621	-0.001648877101554394	-0.0008856608713101134
cg11705975	PRLHR	0.6644116040069402	0.0015985063147573274	0.0011321325414714114
cg19590578	na	0.6644863529344717	-0.0011402876302567349	-0.0006778481928954436
cg02305961	INF2	0.6648551438733518	-0.0012826019541773504	-0.0013257834370956408
cg17592231	na	0.664911675565753	0.0012369376242517885	0.000860644743245268
cg00991744	PDZRN4	0.6650673077924979	-0.0015178296417089822	-0.0011561668520722402
cg26515689	NCRNA00171	0.6657988069000237	0.0011440428587545853	0.0009038214195790928
cg00655552	na	0.6658908268358465	-0.0010339266283246077	-0.0006514139677787117
cg14134497	DTNA	0.6664353190992214	0.00103454318634772	0.0010263765731617636
cg01165203	DNAJC12	0.6667660735930547	9.661495324897413e-05	-0.0010098056049944555
cg16725552	na	0.6669062611578638	-0.001380758183170128	-0.0006594526124156322
cg23299919	PTPRN2	0.6678088067160094	-0.0003307289208706985	-0.0014628817966179737
cg22875024	SNTA1	0.6684228114334897	0.0006116651625875049	0.0019491909507965
cg11502844	DDX1	0.6689684138029067	-0.0011809323296945553	-0.00042991789459813026
cg18384588	na	0.6697704551726101	-0.0010047045289097519	-0.0006941672405072439
cg20120646	PSG6	0.6699085198449612	-0.0007264195094200666	-0.0011364786518085269
cg17626671	na	0.6699862356979607	0.0006557355131536835	0.0015479890767406148
cg00695391	MMEL1	0.6701329798599133	-0.0015478558391866563	-0.0017371736551993432
cg05740763	na	0.6703246445749124	-0.0014491386295928995	-0.0007311516908068108
cg27202913	CDH15	0.6703248549553741	-0.001260642209382	-7.310098607166426e-05
cg14361252	na	0.6716802988075871	0.0019597417156263374	0.001614794312520175
cg17941572	na	0.672583896201344	0.0013101868778077168	0.0008489013801662342
cg26881691	na	0.6728598214626197	0.0011757270279363539	0.0008590493449512307
cg09639931	ZPBP2	0.6730154689526353	0.0010138385755545883	0.0008282049325426528
cg19731612	NSD1	0.6731598673609388	-0.0006648596917791845	-0.0010086849339051738
cg13066983	FAM19A1	0.6732327252984238	0.0010006166366473153	0.0006101452155496464
cg00515457	na	0.6735749350019565	0.0012161316644768588	0.0008642548500841411
cg26709285	KCNB1	0.6736791072910046	0.0011385885784670185	0.0008724033500750991
cg23737713	NDUFB4	0.6737167139838587	0.0010411274752943327	0.0005051180033670927
cg08086720	na	0.6740091617853482	0.0010017208197615533	0.0006220569390900968
cg07160932	SEZ6L2	0.6749360377445711	0.0010030689740508057	0.0006877464550189754
cg20823695	PEX10	0.6750744255325325	-0.0008841750796198816	-0.0010755219339193183
cg00049595	na	0.6755798554454203	-0.000916247580739211	-0.0014701569244837225
cg25037777	na	0.6767076077685088	0.0022382797880831306	0.0017365952369838454
cg02022375	KRTAP1-1	0.676944877269519	0.0004305407783330096	0.0011724926538874915
cg02318784	na	0.6779551088391461	0.0011723719816138095	0.0008540018715154762
cg24332389	PLEKHG5	0.6779925669364752	-0.0010283646197974466	-0.000660816539220476
cg06972969	PHYHIPL	0.6783018128358219	0.0019294935027332762	0.001300934335908635
cg06690548	SLC7A11	0.6784155549378379	-0.0012652268987461649	-0.0008042916594527027
cg08415582	na	0.6785027386492208	0.0011758247391760372	0.0012371489439921297
cg09828339	STT3B	0.6786764663636394	0.0009637909130127261	0.002469378237850371
cg26277720	SNORD114-14	0.6790627620493762	0.0015831276416145917	0.0008548224287831854
cg06840723	GNB5	0.67941513505672	0.0004500333282370981	0.0010488470451859389
cg24323552	ADARB2	0.6794179982303703	-0.0009306404141910495	-0.0011171591270140381
cg23629166	PEX10	0.679540985118626	-0.001270970285821806	-0.0014037642847039677
cg19103175	LOC641746	0.6795457321097442	0.0003587752353013872	0.0010397860026340883
cg03890691	DOC2A	0.6797135761567982	0.0016354301095024095	0.0007436841420760775
cg07758738	na	0.6797298874458771	0.0010201309828154197	0.0007005632847367326
cg24980653	na	0.6797642624394313	0.0012915152772998732	0.0006132443374000688
cg02296904	GAK	0.6803730216706326	-0.0004608801910914413	-0.0012719392483924775
cg16150752	na	0.6804891956409241	0.0011879422782989175	0.0008729519651728043
cg12272837	PPAP2C	0.6807850036893266	0.0010347881435536247	0.000419824392133685
cg03761891	TMEM40	0.6807964310511241	-0.0010204334753489794	-0.00023275756319924345
cg06966811	OTX2	0.6808890097324726	0.0011676339887116936	0.0011606326187287074
cg23272544	AIRE	0.681805332292662	-0.0011082711068290594	-0.0010733319680575543
cg11383165	SSC5D	0.6826155494476375	0.001039328593619108	0.0010955610062158543
cg12667595	na	0.6832962479066789	0.00146931001803968	0.0004904004701773406
cg11301556	SLC12A5	0.6833280125649871	0.0013531177876111803	0.001117183465419437
cg12472473	na	0.6834514043787424	-0.0008188226215287577	-0.0012513841853392682
cg04172345	RPH3AL	0.6836098893607233	-0.00021051476420803325	0.0011853410559666884
cg00637687	PCSK1	0.683651698279333	0.001002518413437171	0.0008355720293164128
cg09763644	PIGR	0.6844725971464153	0.0010502471637276376	0.0008724280155169882
